Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
"Czajkowski M., Hanley N., Lariviere J.","26655387000;7005750378;55628468700;","The effects of experience on preferences: Theory and empirics for environmental public goods",2015,"American Journal of Agricultural Economics","97","1",,"333","351",,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984686674&doi=10.1093%2fajae%2faau087&partnerID=40&md5=59e572501181cdabbde9c104c43bc6de",Article,Scopus,2-s2.0-84984686674
"Torres A.B., MacMillan D.C., Skutsch M., Lovett J.C.","26649317000;7102853588;6505918222;7005568592;","'Yes-in-my-backyard': Spatial differences in the valuation of forest services and local co-benefits for carbon markets in México",2015,"Ecological Economics","109",,,"130","141",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912076933&doi=10.1016%2fj.ecolecon.2014.11.008&partnerID=40&md5=0f5ac3615d66c5c86459b22a1f896826",Article,Scopus,2-s2.0-84912076933
"Barr R.F., Mourato S.","33567478000;6602496157;","Investigating fishers' preferences for the design of marine Payments for Environmental Services schemes",2014,"Ecological Economics","108",,,"91","103",,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908591002&doi=10.1016%2fj.ecolecon.2014.09.006&partnerID=40&md5=f35c2d72d66462428f147a384cfef23a",Article,Scopus,2-s2.0-84908591002
"Börger T., Hattam C., Burdon D., Atkins J.P., Austen M.C.","55576195400;34972978800;13102567800;7201885639;7003999607;","Valuing conservation benefits of an offshore marine protected area",2014,"Ecological Economics","108",,,"229","241",,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909580288&doi=10.1016%2fj.ecolecon.2014.10.006&partnerID=40&md5=a1f72ef6b7cd6c1aeddc8bd5d0b30c46",Article,Scopus,2-s2.0-84909580288
"Tabi A., Hille S.L., Wüstenhagen R.","50263224000;56707711900;55970726900;","What makes people seal the green power deal? - Customer segmentation based on choice experiment in Germany",2014,"Ecological Economics","107",,,"206","215",,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929996983&doi=10.1016%2fj.ecolecon.2014.09.004&partnerID=40&md5=b2c52a64ba03774f0ce3797fcbf6a6db",Article,Scopus,2-s2.0-84929996983
"Johnston R.J., Ramachandran M.","7403679025;57196964780;","Modeling Spatial Patchiness and Hot Spots in Stated Preference Willingness to Pay",2014,"Environmental and Resource Economics","59","3",,"363","387",,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911961839&doi=10.1007%2fs10640-013-9731-2&partnerID=40&md5=912cac079769ea1c5aa143902d20c685",Article,Scopus,2-s2.0-84911961839
"Parsons G.R., Hidrue M.K., Kempton W., Gardner M.P.","7102727834;37070651600;7003463757;7401638343;","Willingness to pay for vehicle-to-grid (V2G) electric vehicles and their contract terms",2014,"Energy Economics","42",,,"313","324",,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894446908&doi=10.1016%2fj.eneco.2013.12.018&partnerID=40&md5=170a96cb1c8488f87bd70510a47673e5",Article,Scopus,2-s2.0-84894446908
"Pienaar E.F., Jarvis L.S., Larson D.M.","55587553100;7101946268;7402634013;","Using a choice experiment framework to value conservation-contingent development programs: An application to Botswana",2014,"Ecological Economics","98",,,"39","48",,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892661913&doi=10.1016%2fj.ecolecon.2013.12.015&partnerID=40&md5=0c8f756832da7e48d67d333bc10dbb53",Article,Scopus,2-s2.0-84892661913
"Yao R.T., Scarpa R., Turner J.A., Barnard T.D., Rose J.M., Palma J.H.N., Harrison D.R.","37058097500;7101679887;8437551200;49561012700;7404390899;15769973500;56013250300;","Valuing biodiversity enhancement in New Zealand's planted forests: Socioeconomic and spatial determinants of willingness-to-pay",2014,"Ecological Economics","98",,,"90","101",,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892885449&doi=10.1016%2fj.ecolecon.2013.12.009&partnerID=40&md5=6d66c701c07f4c16feb60c6895b93b78",Article,Scopus,2-s2.0-84892885449
"Veronesi M., Chawla F., Maurer M., Lienert J.","36621454600;57199352757;7101688495;6602142102;","Climate change and the willingness to pay to reduce ecological and health risks from wastewater flooding in urban centers and the environment",2014,"Ecological Economics","98",,,"1","10",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891278686&doi=10.1016%2fj.ecolecon.2013.12.005&partnerID=40&md5=73d5b4c214a897804d2ae3a4a88492a4",Article,Scopus,2-s2.0-84891278686
"Aravena C., Martinsson P., Scarpa R.","44560947900;7003959490;7101679887;","Does money talk? - The effect of a monetary attribute on the marginal values in a choice experiment",2014,"Energy Economics","44",,,"483","491",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903186014&doi=10.1016%2fj.eneco.2014.02.017&partnerID=40&md5=2baecbd8a06588e7e1b7664e69af6dd7",Article,Scopus,2-s2.0-84903186014
"Marenya P., Smith V.H., Nkonya E.","11640777000;7401798570;6507253927;","Relative preferences for soil conservation incentives among smallholder farmers: Evidence from malawi",2014,"American Journal of Agricultural Economics","96","3",,"690","710",,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903760790&doi=10.1093%2fajae%2faat117&partnerID=40&md5=5e25edbfad9e548a33287aaf1c6dc773",Article,Scopus,2-s2.0-84903760790
"Dissanayake S.T.M., Ando A.W.","48361221800;7202547063;","Valuing grassland restoration: Proximity to substitutes and trade-offs among conservation attributes",2014,"Land Economics","90","2",,"237","259",,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896905799&doi=10.3368%2fle.90.2.237&partnerID=40&md5=3378e4cbbfaeac951115120649d97981",Article,Scopus,2-s2.0-84896905799
"LaRiviere J., Czajkowski M., Hanley N., Aanesen M., Falk-Petersen J., Tinch D.","55628468700;26655387000;7005750378;13606427900;15026203500;12797560900;","The value of familiarity: Effects of knowledge and objective signals on willingness to pay for a public good",2014,"Journal of Environmental Economics and Management","68","2",,"376","389",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923053332&doi=10.1016%2fj.jeem.2014.07.004&partnerID=40&md5=10abd32afff43af7ff816f8fc9870f67",Article,Scopus,2-s2.0-84923053332
"Van der Kroon B., Brouwer R., Van Beukering P.J.H.","55559071800;7102772121;6602880955;","The impact of the household decision environment on fuel choice behavior",2014,"Energy Economics","44",,,"236","247",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899997946&doi=10.1016%2fj.eneco.2014.04.008&partnerID=40&md5=70c61ddf962a18907daaf06b87d44457",Article,Scopus,2-s2.0-84899997946
"Crastes R., Beaumais O., Arkoun O., Laroutis D., Mahieu P.-A., Rulleau B., Hassani-Taibi S., Barbu V.S., Gaillard D.","56134725600;18133787800;38861051300;18134278000;23477500100;35093082200;56136586600;11240949600;7103043847;","Erosive runoff events in the European Union: Using discrete choice experiment to assess the benefits of integrated management policies when preferences are heterogeneous",2014,"Ecological Economics","102",,,"105","112",,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899495527&doi=10.1016%2fj.ecolecon.2014.04.002&partnerID=40&md5=cb0d3e2c9441f7f5be2fd0e2b0de735a",Article,Scopus,2-s2.0-84899495527
"Pepermans G.","6505963705;","Valuing smart meters",2014,"Energy Economics","45",,,"280","294",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907353603&doi=10.1016%2fj.eneco.2014.07.011&partnerID=40&md5=bc30106fe26072a89e19608c7d0c03a3",Article,Scopus,2-s2.0-84907353603
"Ek K., Persson L.","14323116500;36507533800;","Wind farms - Where and how to place them? A choice experiment approach to measure consumer preferences for characteristics of wind farm establishments in Sweden",2014,"Ecological Economics","105",,,"193","203",,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903461048&doi=10.1016%2fj.ecolecon.2014.06.001&partnerID=40&md5=097c3bb2b64196113613a67e7d5c7d36",Article,Scopus,2-s2.0-84903461048
"Rungie C., Scarpa R., Thiene M.","8971764400;7101679887;23006382300;","The influence of individuals in forming collective household preferences for water quality",2014,"Journal of Environmental Economics and Management","68","1",,"161","174",,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904558221&doi=10.1016%2fj.jeem.2014.04.005&partnerID=40&md5=c447c81de9bdb19fd161768a877507dc",Article,Scopus,2-s2.0-84904558221
"Dekker T., Koster P., Brouwer R.","35112370300;36930666900;7102772121;","Changing with the tide: Semiparametric estimation of preference dynamics",2014,"Land Economics","90","4",,"717","745",,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931058174&doi=10.3368%2fle.90.4.717&partnerID=40&md5=c5db9e01d58ac35aef339a8bb40cc05a",Article,Scopus,2-s2.0-84931058174
"Czajkowski M., Giergiczny M., Greene W.H.","26655387000;23466937000;7202789151;","Learning and fatigue effects revisited: Investigating the effects of accounting for unobservable preference and scale heterogeneity",2014,"Land Economics","90","2",,"324","351",,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897010965&doi=10.3368%2fle.90.2.324&partnerID=40&md5=3d77c4390755b2bb225b2206d4500897",Article,Scopus,2-s2.0-84897010965
"Min J., Azevedo I.L., Michalek J., de Bruin W.B.","55938083300;7006492456;7006027951;7004764268;","Labeling energy cost on light bulbs lowers implicit discount rates",2014,"Ecological Economics","97",,,"42","50",,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888243252&doi=10.1016%2fj.ecolecon.2013.10.015&partnerID=40&md5=e9e5e21ded942d1ec0fa36f02a528b8c",Article,Scopus,2-s2.0-84888243252
"Hole A.R., Kolstad J.R., Gyrd-Hansen D.","15845400300;36995951400;7004595532;","Inferred vs. stated attribute non-attendance in choice experiments: A study of doctors' prescription behaviour",2013,"Journal of Economic Behavior and Organization","96",,,"21","31",,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885805793&doi=10.1016%2fj.jebo.2013.09.009&partnerID=40&md5=e536b932a0dc0082c90d160a8b9dfbbd",Article,Scopus,2-s2.0-84885805793
"Colombo S., Christie M., Hanley N.","56268441100;7102359765;7005750378;","What are the consequences of ignoring attributes in choice experiments? Implications for ecosystem service valuation",2013,"Ecological Economics","96",,,"25","35",,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885779004&doi=10.1016%2fj.ecolecon.2013.08.016&partnerID=40&md5=be25e51eaae1f4a9ceb72bc5ff698dcc",Article,Scopus,2-s2.0-84885779004
"Kaczan D., Swallow B.M., Adamowicz W.L.V.","36657328200;6701420753;7003604078;","Designing payments for ecosystem services (PES) program to reduce deforestation in Tanzania: An assessment of payment approaches",2013,"Ecological Economics","95",,,"20","30",,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883296830&doi=10.1016%2fj.ecolecon.2013.07.011&partnerID=40&md5=f26a1a9a4b02e08d4e23f37e318a7a07",Article,Scopus,2-s2.0-84883296830
"Meier S., Sprenger C.D.","56221488200;54885514100;","Discounting financial literacy: Time preferences and participation in financial education programs",2013,"Journal of Economic Behavior and Organization","95",,,"159","174",,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887025656&doi=10.1016%2fj.jebo.2012.02.024&partnerID=40&md5=9f223453d604fb1bf374c73a3420b288",Article,Scopus,2-s2.0-84887025656
"Amador F.J., González R.M., Ramos-Real F.J.","56389486400;57193508201;6507737228;","Supplier choice and WTP for electricity attributes in an emerging market: The role of perceived past experience, environmental concern and energy saving behavior",2013,"Energy Economics","40",,,"953","966",,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888308663&doi=10.1016%2fj.eneco.2013.06.007&partnerID=40&md5=cad122264e93d641d365f3dad82e033f",Article,Scopus,2-s2.0-84888308663
"Wasi N., Carson R.T.","24475732900;23003412900;","The influence of rebate programs on the demand for water heaters: The case of New South Wales",2013,"Energy Economics","40",,,"645","656",,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884719808&doi=10.1016%2fj.eneco.2013.08.009&partnerID=40&md5=8888f2b3bf699d3388267dc87e88cca8",Article,Scopus,2-s2.0-84884719808
"De-Magistris T., Gracia A., Nayga Jr. R.M.","23491775000;35264340400;7003839193;","On the use of honesty priming tasks to mitigate hypothetical bias in choice experiments",2013,"American Journal of Agricultural Economics","95","5",,"1136","1154",,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888323369&doi=10.1093%2fajae%2faat052&partnerID=40&md5=278eb8729d346fe75c6b98b6b19346d4",Article,Scopus,2-s2.0-84888323369
"Alberini A., Ščasný M.","6701713403;57195376392;","Exploring heterogeneity in the value of a statistical life: Cause of death v. risk perceptions",2013,"Ecological Economics","94",,,"143","155",,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883248375&doi=10.1016%2fj.ecolecon.2013.07.012&partnerID=40&md5=ea148cd175d4021adc633fbd85799a68",Article,Scopus,2-s2.0-84883248375
"Newell L.W., Swallow S.K.","55365620100;7004241597;","Real-payment choice experiments: Valuing forested wetlands and spatial attributes within a landscape context",2013,"Ecological Economics","92",,,"37","47",,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878881059&doi=10.1016%2fj.ecolecon.2012.08.008&partnerID=40&md5=e2438be395f46cd14c42351d50f45313",Article,Scopus,2-s2.0-84878881059
"Broch S.W., Strange N., Jacobsen J.B., Wilson K.A.","37071844800;6602735313;35773326500;8046846900;","Farmers' willingness to provide ecosystem services and effects of their spatial distribution",2013,"Ecological Economics","92",,,"78","86",,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879287383&doi=10.1016%2fj.ecolecon.2011.12.017&partnerID=40&md5=0a9bdfd2a3830bc8190de24c58d8f4d1",Article,Scopus,2-s2.0-84879287383
"Abildtrup J., Garcia S., Olsen S.B., Stenger A.","6508325257;57189755946;20535258800;24449745300;","Spatial preference heterogeneity in forest recreation",2013,"Ecological Economics","92",,,"67","77",,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879322090&doi=10.1016%2fj.ecolecon.2013.01.001&partnerID=40&md5=86c6cc58ab9f5945eda3d7ea12552adf",Article,Scopus,2-s2.0-84879322090
"Yamada K., Sato M.","55505085100;55619169200;","Another avenue for anatomy of income comparisons: Evidence from hypothetical choice experiments",2013,"Journal of Economic Behavior and Organization","89",,,"35","57",,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875783272&doi=10.1016%2fj.jebo.2013.03.001&partnerID=40&md5=0f1fb8f5bd18d71927fc6773a945a5d0",Article,Scopus,2-s2.0-84875783272
"Araña J.E., León C.J.","7005207170;7101886256;","Dynamic hypothetical bias in discrete choice experiments: Evidence from measuring the impact of corporate social responsibility on consumers demand",2013,"Ecological Economics","87",,,"53","61",,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872710199&doi=10.1016%2fj.ecolecon.2012.12.005&partnerID=40&md5=02dc38c3bbca0250b1848a37faa8a638",Article,Scopus,2-s2.0-84872710199
"Nguyen T.C., Robinson J., Kaneko S., Komatsu S.","55537330700;23983472000;35233854900;36163419900;","Estimating the value of economic benefits associated with adaptation to climate change in a developing country: A case study of improvements in tropical cyclone warning services",2013,"Ecological Economics","86",,,"117","128",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871534167&doi=10.1016%2fj.ecolecon.2012.11.009&partnerID=40&md5=bbf7fef7a21a6ad77d6c4e0296e1d890",Article,Scopus,2-s2.0-84871534167
"Phaneuf D.J., Taylor L.O., Braden J.B.","35567283400;55422801200;7005001247;","Combining revealed and stated preference data to estimate preferences for residential amenities: A gmm approach",2013,"Land Economics","89","1",,"30","52",,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874957787&doi=10.3368%2fle.89.1.30&partnerID=40&md5=07f59c93f60c4e05f1101d3f4d9c4ab7",Article,Scopus,2-s2.0-84874957787
"Scarpa R., Zanoli R., Bruschi V., Naspetti S.","7101679887;6603307309;57188689564;35190690000;","Inferred and stated attribute non-attendance in food choice experiments",2013,"American Journal of Agricultural Economics","95","1",,"165","180",,63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871728717&doi=10.1093%2fajae%2faas073&partnerID=40&md5=c2f4a1e682537a72f1053c00133ae397",Article,Scopus,2-s2.0-84871728717
"Castilla C., Haab T.","55206582800;6602751606;","Limited attention to search costs in the gasoline retail market: Evidence from a choice experiment on consumer willingness to search",2013,"American Journal of Agricultural Economics","95","1",,"181","189",,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871756233&doi=10.1093%2fajae%2faas131&partnerID=40&md5=bb151577d0eea5dda4c85883a723f3ee",Article,Scopus,2-s2.0-84871756233
"Alemu M.H., Mørkbak M.R., Olsen S.B., Jensen C.L.","55338709100;34873153600;20535258800;23768011900;","Attending to the Reasons for Attribute Non-attendance in Choice Experiments",2013,"Environmental and Resource Economics","54","3",,"333","359",,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874270805&doi=10.1007%2fs10640-012-9597-8&partnerID=40&md5=1a9e81e1587df9bb5ffbbd8396e8cb1a",Article,Scopus,2-s2.0-84874270805
"Rogers A.A.","55622369400;","Public and expert preference divergence: Evidence from a choice experiment of marine reserves in Australia",2013,"Land Economics","89","2",,"346","370",,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874968845&doi=10.3368%2fle.89.2.346&partnerID=40&md5=fb49906c5d6fdfe55cb185a7ed5bf48c",Article,Scopus,2-s2.0-84874968845
"Meyer A.","56609635500;","Intertemporal Valuation of River Restoration",2013,"Environmental and Resource Economics","54","1",,"41","61",,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872826705&doi=10.1007%2fs10640-012-9580-4&partnerID=40&md5=ad4f372f860d32a3809ce7d256ff8ae1",Article,Scopus,2-s2.0-84872826705
"Anderson L.E., Lee S.T., Levin P.S.","55443681700;57192517053;7103180891;","Costs of delaying conservation: Regulations and the recreational values of exploited and co-occurring species",2013,"Land Economics","89","2",,"371","385",,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874954812&doi=10.3368%2fle.89.2.371&partnerID=40&md5=f7062c5d3e6dfbf3c46fb3e7dd31d7fe",Article,Scopus,2-s2.0-84874954812
"Schaafsma M., Brouwer R., Gilbert A., van den Bergh J., Wagtendonk A.","35190922500;7102772121;7201514801;7006196632;7801339829;","Estimation of distance-decay functions to account for substitution and spatial heterogeneity in stated preference research",2013,"Land Economics","89","3",,"514","537",,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877976484&doi=10.3368%2fle.89.3.514&partnerID=40&md5=38a3d961b852f1fae3a32825c3fe420c",Article,Scopus,2-s2.0-84877976484
"Johansson-Stenman O., Svedsäter H.","6603252096;14623361000;","Self-image and valuation of moral goods: Stated versus actual willingness to pay",2012,"Journal of Economic Behavior and Organization","84","3",,"879","891",,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870393071&doi=10.1016%2fj.jebo.2012.10.006&partnerID=40&md5=d492acc9cc910d63a1f52443eca9c340",Article,Scopus,2-s2.0-84870393071
"Buckley N.J., Cuff K., Hurley J., McLeod L., Mestelman S., Cameron D.","7102676909;6602260681;7202996796;36872679500;6603600974;57028982800;","An experimental investigation of mixed systems of public and private health care finance",2012,"Journal of Economic Behavior and Organization","84","3",,"713","729",,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870393742&doi=10.1016%2fj.jebo.2012.09.016&partnerID=40&md5=235aa2b8b363a780c4a490184551212f",Article,Scopus,2-s2.0-84870393742
"Beville S.T., Kerr G.N., Hughey K.F.D.","55362603800;7102158197;6701390239;","Valuing impacts of the invasive alga Didymosphenia geminata on recreational angling",2012,"Ecological Economics","82",,,"1","10",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866520436&doi=10.1016%2fj.ecolecon.2012.08.004&partnerID=40&md5=08f457e0249c3ec9706b828f3b80bb8f",Article,Scopus,2-s2.0-84866520436
"Lüthi S., Wüstenhagen R.","35786148500;55970726900;","The price of policy risk - Empirical insights from choice experiments with European photovoltaic project developers",2012,"Energy Economics","34","4",,"1001","1011",,68,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862211204&doi=10.1016%2fj.eneco.2011.08.007&partnerID=40&md5=9bc70460a05ecc1a5f0952b12108e7c4",Article,Scopus,2-s2.0-84862211204
"Schaafsma M., Brouwer R., Rose J.","35190922500;7102772121;7404390899;","Directional heterogeneity in WTP models for environmental valuation",2012,"Ecological Economics","79",,,"21","31",,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862185829&doi=10.1016%2fj.ecolecon.2012.04.013&partnerID=40&md5=9866ef4869125931cbc2bb5865f2ae53",Article,Scopus,2-s2.0-84862185829
"Morse-Jones S., Bateman I.J., Kontoleon A., Ferrini S., Burgess N.D., Turner R.K.","24335899900;7005934781;6507535776;16401152200;35301788600;7404556806;","Stated preferences for tropical wildlife conservation amongst distant beneficiaries: Charisma, endemism, scope and substitution effects",2012,"Ecological Economics","78",,,"9","18",,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861457637&doi=10.1016%2fj.ecolecon.2011.11.002&partnerID=40&md5=7933c2a7513ceb5bdfa6cf71219c1786",Article,Scopus,2-s2.0-84861457637
"Burton M., Rigby D.","7202920179;7005511140;","The self selection of complexity in choice experiments",2012,"American Journal of Agricultural Economics","94","3",,"786","800",,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859182325&doi=10.1093%2fajae%2faas015&partnerID=40&md5=9ac1d890bad4b021f33d45765ace76f6",Article,Scopus,2-s2.0-84859182325
"Garrod G., Ruto E., Willis K., Powe N.","7004260254;6507033725;7101793427;57193362812;","Heterogeneity of preferences for the benefits of Environmental Stewardship: A latent-class approach",2012,"Ecological Economics","76",,,"104","111",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858334088&doi=10.1016%2fj.ecolecon.2012.02.011&partnerID=40&md5=8e4b53e6c00027f3396c771810ae73f3",Article,Scopus,2-s2.0-84858334088
"Kawata Y., Watanabe M.","57200626755;56320968000;","Valuing the mortality risk of wildlife reintroduction: Heterogeneous risk preferences",2012,"Ecological Economics","76",,,"79","86",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858334384&doi=10.1016%2fj.ecolecon.2012.02.002&partnerID=40&md5=68ccb624fa81ba312ca1457ca717b95f",Article,Scopus,2-s2.0-84858334384
"Tait P., Baskaran R., Cullen R., Bicknell K.","54394569200;35489952800;7007184937;6603265875;","Nonmarket valuation of water quality: Addressing spatially heterogeneous preferences using GIS and a random parameter logit model",2012,"Ecological Economics","75",,,"15","21",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857110966&doi=10.1016%2fj.ecolecon.2011.12.009&partnerID=40&md5=20780b650c29927eb62951b91e6c570d",Article,Scopus,2-s2.0-84857110966
"Duke J.M., Borchers A.M., Johnston R.J., Absetz S.","7102496030;16070546600;7403679025;54890727600;","Sustainable agricultural management contracts: Using choice experiments to estimate the benefits of land preservation and conservation practices",2012,"Ecological Economics","74",,,"95","103",,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856374842&doi=10.1016%2fj.ecolecon.2011.12.002&partnerID=40&md5=f8ac501cc06aafadfdc8ca081cb8f43a",Article,Scopus,2-s2.0-84856374842
"Gelo D., Koch S.F.","54681738400;8961144300;","Does one size fit all? Heterogeneity in the valuation of community forestry programs",2012,"Ecological Economics","74",,,"85","94",,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856392756&doi=10.1016%2fj.ecolecon.2011.11.010&partnerID=40&md5=88f571c499381fcaa500f749e3672543",Article,Scopus,2-s2.0-84856392756
"Tesfaye A., Brouwer R.","24178690700;7102772121;","Testing participation constraints in contract design for sustainable soil conservation in Ethiopia",2012,"Ecological Economics","73",,,"168","178",,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861983555&doi=10.1016%2fj.ecolecon.2011.10.017&partnerID=40&md5=dfd38027caaa412700985d2b240f80e0",Article,Scopus,2-s2.0-84861983555
"Scheufele G., Bennett J.","8146124400;55824352200;","Response Strategies and Learning in Discrete Choice Experiments",2012,"Environmental and Resource Economics","52","3",,"435","453",,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862868973&doi=10.1007%2fs10640-011-9537-z&partnerID=40&md5=039d1c4f8890f4c51dd55ee28478c5dd",Article,Scopus,2-s2.0-84862868973
"McNair B.J., Hensher D.A., Bennett J.","36684083300;7006695697;55824352200;","Modelling Heterogeneity in Response Behaviour Towards a Sequence of Discrete Choice Questions: A Probabilistic Decision Process Model",2012,"Environmental and Resource Economics","51","4",,"599","616",,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858159651&doi=10.1007%2fs10640-011-9514-6&partnerID=40&md5=2aa2a71840fd0c88ea11282cf99577c1",Article,Scopus,2-s2.0-84858159651
"Broch S.W., Vedel S.E.","37071844800;15057304900;","Using Choice Experiments to Investigate the Policy Relevance of Heterogeneity in Farmer Agri-Environmental Contract Preferences",2012,"Environmental and Resource Economics","51","4",,"561","581",,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858126781&doi=10.1007%2fs10640-011-9512-8&partnerID=40&md5=0e03f56514ed29f882609050a3c3253b",Article,Scopus,2-s2.0-84858126781
"Day B., Bateman I.J., Carson R.T., Dupont D., Louviere J.J., Morimoto S., Scarpa R., Wang P.","7203035599;7005934781;23003412900;7007035120;7004145149;25654350500;7101679887;57193414628;","Ordering effects and choice set awareness in repeat-response stated preference studies",2012,"Journal of Environmental Economics and Management","63","1",,"73","91",,60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859330657&doi=10.1016%2fj.jeem.2011.09.001&partnerID=40&md5=d57f2406b44bca796daa97a5b7b4c836",Article,Scopus,2-s2.0-84859330657
"Blazy J.-M., Carpentier A., Thomas A.","25721595900;7202273994;7403882848;","The willingness to adopt agro-ecological innovations: Application of choice modelling to Caribbean banana planters",2011,"Ecological Economics","72",,,"140","150",,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755184144&doi=10.1016%2fj.ecolecon.2011.09.021&partnerID=40&md5=72bfae4871b692379a41ce359260338b",Article,Scopus,2-s2.0-82755184144
"Agimass F., Mekonnen A.","51863218400;6701680083;","Low-income fishermen's willingness-to-pay for fisheries and watershed management: An application of choice experiment to Lake Tana, Ethiopia",2011,"Ecological Economics","71","1",,"162","170",,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055055018&doi=10.1016%2fj.ecolecon.2011.08.025&partnerID=40&md5=991bddc5856f450d8b63e0fba2429da9",Article,Scopus,2-s2.0-80055055018
"Susaeta A., Lal P., Alavalapati J., Mercer E.","26639938100;35102540300;6701682565;7102013010;","Random preferences towards bioenergy environmental externalities: A case study of woody biomass based electricity in the Southern United States",2011,"Energy Economics","33","6",,"1111","1118",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755143960&doi=10.1016%2fj.eneco.2011.05.015&partnerID=40&md5=1eb39850cdb87dda20ae1eeda4c036fd",Article,Scopus,2-s2.0-80755143960
"Balcombe K., Burton M., Rigby D.","6701753683;7202920179;7005511140;","Skew and attribute non-attendance within the Bayesian mixed logit model",2011,"Journal of Environmental Economics and Management","62","3",,"446","461",,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955151556&doi=10.1016%2fj.jeem.2011.04.004&partnerID=40&md5=83189673dc2dd6828d1ef5de93ffe00b",Article,Scopus,2-s2.0-80955151556
